created_at,favorite_count,full_text,lang,retweet_count,username,sentimen,sentiment_predicted
2024-04-18 08:16:35,85,ini sentuh bansos nilai ratus triliyun miskin tak data ia lapar hingga regang nyawa ingat mandat uud 34 45 fakir miskin amp anak2 lantar pelihara negara cuma pajang,in,17,sultan_ied,negatif,negatif
2024-04-22 00:18:36,86,bijak apa putus mk hari pasti tetap salah mata kalah hina terima bansos senyumin ajah setia sama sesuatu banget saat hormat akhlak bukan uang hebat pimpin ri 2024,in,17,BANGSAygSUJUD,positif,positif
2024-04-18 12:33:29,143,buk baik sblm sharing sensitif ini ibuk pasti dulu di daerah mana kepala daerah siapa siapa keluarga karna kalo semua tugas presiden yaa ga mungkin bansos ga tepat sasar jg karna ulah oknum ga tanggung jawab bukan jokowi,in,2,Gudermann51,negatif,negatif
2024-04-18 05:47:30,0,bazer bansos panas kyknya,in,0,KoiYosep,negatif,positif
2024-04-22 13:18:41,8,beda dapat hakim saldi isra bahas penyalahgunaan bansos aparat tak netral,in,1,KompasTV,negatif,negatif
2024-04-19 01:26:23,38,92 juta suara bagi dapat sebab utakatik wenang kuasa guna dana bansos sebar plt pakai buzzerp transaksi hitam mulai ungkap jelas2 lalai ketidakcakapan perintah dana publik ratusanribuan trillion korupsi,in,9,perangutan23,negatif,negatif
2024-04-18 12:56:02,58,jawab sri mulyani ekonom anthony budiawan sesuai fakta apbn amp anggap bohong pres 762023 ada agrn bansos kemen koorperekonomian menteri koordinator bidang pmk kemenperdagangan srta lembaga badan pangan nasional,in,37,RikeSants,positif,netral
2024-04-19 08:53:55,17,1 6 t kalkulator kamu coba pake kalkulator sirekap juang bansos 1600 t kamu paham makanya ajar sama ketua kpu,in,0,sudirmanto_iman,negatif,netral
2024-04-20 03:57:09,66,mantan ketua mk prof hamdan zoelva bansos program negara rakyat miskin masalah salur embel embel gambar 02 warna bungkus titip dgn nama dari jokowi tsm beneeerr ipk 3 5 australia petrokimia gresik kominfo arisan sarap,in,17,sharpandshark,positif,netral
2024-04-24 04:15:07,1,mk tolak dalil mohon amin soal kait bansos tingkat suara 02,in,0,kharism79,negatif,negatif
2024-04-24 01:39:06,0,dampak ekonomi puruk 1 utang makin besar beban generasi makin berat 2 impor makin besar rusak fundamental berdikari 3 bansos makin besar bentuk mental emis 4 investasi asing boleh jajah ekonomi,in,0,JagaReformasi,negatif,negatif
2024-04-22 05:58:05,152,tolak semua sama mahkamah konstitusi gimana rasa gibran diskualifikasi eh tolak mk gibran gak sah tolak mk presiden jokowi ikut cawe cawe tolak mk hubung sama bansos tolak mk presiden bilang naikin gaji amp tunjang pilpres tolak,in,23,NyaiiBubu,positif,negatif
2024-04-24 03:39:48,1,mk tolak dalil mohon amin soal kait bansos,in,0,suara_netizen_,negatif,netral
2024-04-22 20:19:17,58,kata soeharto kkn kok hidup makmur rakyat kala ini sih over kkn rakyat ga sadar bahkan lena pesona bansos blt yang cuma bikin perut nyaman hari derita lima 5 tahun,in,5,buer40880,netral,netral
2024-04-23 10:14:10,5,apbn mesti semua rakyat bukan curi jokowi menang gibran bin jokowi bansos bagi rakyat label bantu presiden lalu pejabat2 memberitahu rakyat beri pak presiden,in,5,dancersejati07,positif,positif
2024-04-16 00:37:45,0,bansos star rail kikir impact,in,0,catsoekey,negatif,negatif
2024-04-19 08:02:37,13,telanjang depan umum semua orang lihat saksi masih malu dulu kata lawan guna bansos menang kini bilang kejam,in,5,zainalmusyaffak,positif,positif
2024-04-18 09:08:56,10,mayan buat beli beras bansos,in,0,Ifundvm04,positif,positif
2024-04-17 15:20:11,0,aku udh neng bjir dpt bansos hari,in,0,Ohiyaoks_,positif,positif
2024-04-17 00:45:11,1,ada politis bansos,in,0,Wulanda94104964,positif,positif
2024-04-18 12:32:26,24,rakyat indonesia banyak super bodoh beri bansos udah sepet anjing kasih makan majikanya contoh bajer beras mukidi,in,5,Bang_San77,negatif,negatif
2024-04-16 14:13:28,314,gin nih kalau miskin struktural cuman kasih solusi pake bansos gak bakal hilang lanjut jadi arah tindak kriminal,in,44,bebebnya_Roseee,negatif,negatif
2024-04-18 10:30:33,2,milih duitampbansos,in,2,ABjodohComeback,positif,positif
2024-04-16 04:46:04,50,mohon ramai tiap mahasiswa kampus hukum ikut dosendosennya baca ada langgar anggar bansos masa milu lalu terima kasih,in,29,blank0429,netral,netral
2024-04-19 02:52:41,31,96 jt goib hasil gelembung bansos,in,4,e_soebroto,netral,netral
2024-04-17 10:39:40,57,jingkrak jingkrak dgn narasi kasih bansos sama blt siapaaa eeeehhh uang rakyat apbn kasi ngaku ngaku nyata booong uang rakyat tag gaji 100jt the heirs dubai mr queen qatar suka kris ujan rama netanyahu united,in,33,sharpandshark,negatif,negatif
2024-04-19 11:10:40,20,gilir bansos paling depan gilir umum bbm naik cuci tangan kasi org wkwkwkwk payah kau wkwkwkwk,in,5,Allunk1801,netral,netral
2024-04-17 06:21:09,116,nyala bang program bansos presiden emx udh jadi uu apbn sudah laku dri dulu2 sblm copras capres ko mlah bilang politisasi bansos kubu lobet,in,22,xquitavee,negatif,negatif
2024-04-19 15:27:25,11,sini ada yg aneh loh kalah telak terus nyalahin bansos aneh kan,in,2,BBerizik,positif,positif
2024-04-18 12:12:36,40,besok dukung prabowo gibran demo patung kuda semua dukung 02 unjuk rasa krn lama hina amp fitnah dgn bansos sy amp semua org blm pernah lihat bansos kyk gmn ingat besok demo gak terima 02 di anulir krn fitnah rt banyak teman,in,17,Ki_Nusantara99,negatif,negatif
2024-04-16 11:00:50,0,aku bansos redeem code bluepoch,in,0,Dellvyne_J,positif,positif
2024-04-18 00:50:30,16,ga demo dpr krn ga segera sah uu ampas aset koruptor malah nyalahin bansos duit ops presiden 271 t tanyain dpr dong shg sejahtera rakyat uu ampas aset koruptor,in,3,AjaNizwar,negatif,negatif
2024-04-18 03:05:41,19,miris sangat sedih pasca lebaran 2024 orang ibu muda nama suryati tewas lapar fakta sangat sedih jadi baru seruak berita bansos rp 496 triliun duga guna kampanye paslon tentu,in,21,AndiPitopang7,positif,positif
2024-04-16 03:42:14,60,apa hukum dlm islam negara islam sprti yordania amp arab saudi sbg negara asal usul agama islam tpi justru bantu israel perang dgn iran lebih iran adlh garda depan bela rakyat palestina tindas zionis banding negara islam lain cuma bantu bansos,in,18,ProfOnline_id,positif,positif
2024-04-18 09:29:02,190,bansos kalau bicara kpk ini bilang hoax kah,in,107,Simanjunta9Nico,netral,netral
2024-04-16 12:00:27,0,anying kayak antri bansos,in,0,nguaceung,negatif,negatif
2024-04-17 05:28:28,111,ga papa kan penting bansos sm maksi gratis naikin aj smua mumpung msh meres rakyat sendiri 58 rakyat dukung gass gass,in,36,Jelli_cent,positif,negatif
2024-04-17 00:30:21,16,rudal dinastibergerak sen kanan belok kiri bansos bukti rakyat makin makmur impor bukti food estate panen limpah nepotisme bukti demokrasi adil,in,5,SahLeoSin,netral,negatif
2024-04-16 03:01:51,167,bukan dosa jika kini serba mewah amp kaya raya rakyat salah percaya buta pd sederhana semu bapak hingga milih amp bela sampe 2 priode merka kaya pilih bapak rebut bansos istana emang siapa peduli egp guoblok kata senyum sinis,in,64,Candra4smara,netral,netral
2024-04-17 11:31:11,3,tenang bapak bansos sudah siap,in,2,Damput76,netral,negatif
2024-04-17 04:17:16,0,tunggu bansos dejgan manis,in,0,unevillette,netral,negatif
2024-04-16 00:48:26,19,saran jual aja lebih pahala bantuin rakyat belum bagi bansos belum joged abis lebaran,in,3,ethadisaputra,positif,positif
2024-04-15 19:17:24,28,suasana demokrasi tai kucing demokrasi warna bansos nepotis ayo kurang keras jilat siapa tahu lirik jd tukang sedot wc istana,in,2,Dargomb33306384,negatif,negatif
2024-04-17 00:42:39,0,politis bansos tidak,in,0,Wulanda94104964,positif,positif
2024-04-18 04:15:35,3,bukti dukung pilih prabowo gibran pilih 02 bukan bansos tuduh 01 03 aksi damai bukan demo yang layak laku 01 03 bukan mereka kita 02 pilih hati nurani bukan,in,0,diyene77,negatif,negatif
2024-04-18 11:02:05,2,jual aja gus ntar borong gula bagi macam bansos gitu,in,1,aadhmusic,netral,netral
2024-04-16 13:03:10,34,tuju bansos dongkrak sejahtera masy dongkrak suara bukti uji ga butuh suara ngapain bagi2 bansos nambah2in utang aja,in,16,Jelli_cent,negatif,negatif
2024-04-16 11:09:26,8,bansos ndasmu,in,0,EliasJavanine,negatif,negatif
2024-04-16 08:23:30,0,anekdot tempo bansos abis lebaran,in,0,LaloMuslim33038,negatif,negatif
2024-04-17 09:44:21,0,hidup gw cuman garap garap garap bansos,in,0,OxLumen,netral,netral
2024-04-17 15:50:47,99,malu ri telat jadi anggota satgas anti cuci uang dunia tidak malu cawecawe hambur duit 497 t kata bansos,in,13,ParthaSaderi,positif,positif
2024-04-17 04:34:51,0,eh bansos 1600 jades pas anniv ak liat gaada tadi ow d,in,0,kepkeppie,netral,netral
2024-04-14 22:44:54,6298,kontak tani sulit pupuk jawab selamat nikmat sogo politik uang bansos,in,1416,msaid_didu,positif,positif
2024-04-14 15:24:47,2366,nulis medsos gimana anda indonesia yang serang drone iran kayak israel halah sini kena bansos aja nyerah,in,343,Dennysiregar7,positif,positif
2024-04-14 16:32:33,65,perintah gak niat hilang bansos apa sengaja pelihara bodoh miskin apa di kata pak ahok benernya ya,in,25,Pemburu_Celeng,negatif,negatif
2024-04-13 15:45:43,135,rakyat bagi bansos jabat bagi jabat usaha bagi konsesi,in,67,fajarnugros,negatif,negatif
2024-04-15 00:11:28,1628,kalah israel ma iran tau rasa kuat bansos,in,176,Dennysiregar7,positif,positif
2024-04-14 13:08:45,17,kagak bagi2 bansos seluruh kalimantan,in,5,Pemburu_Celeng,positif,positif
2024-04-14 07:09:28,42,fokus milu aja mbah bagibagi bansos dulu,in,12,rizkidwika,netral,netral
2024-04-15 01:52:44,15,buat pencapresan prabowogibran jawab menkeu buat ibu risma bingung apa beliau diberitau pres tsb siapa coba lempar bola sembunyi tangan bisa bilang ki lurah endorse anak lewat pres,in,7,3rwin__34,netral,netral
2024-04-14 12:32:29,64,siap bansos kucur medan,in,35,Zer0Failed,positif,positif
2024-04-14 00:25:10,198,kepala desa borgol di penjara si koq gak tunjuk sidang adil jilid jilid aman cengar cengir tebar bansos kan jancuuk,in,124,mukidioon3,positif,positif
2024-04-15 01:37:11,802,kuasa hukum kpu bilang jokowi pantas disebut2 bansos milu dia bukan serta milu harus lihat bahwa cari mk netralitas perintah harus adil semua serta milu titi anggraini,in,443,MichelAdam7__,netral,netral
2024-04-14 15:02:11,592,bener presiden ini suruh turun tangan kasih bansos iran sama israel perang iran vs israel mulai guru besar ui minta perintah indonesia turun tangan,in,174,DokterTifa,negatif,positif
2024-04-14 23:31:09,510,juga tani bukan terima sogo bansos ikut rasa rusa biadab jual suara kepada kuasa yh zalim thdp rakyat,in,129,msaid_didu,negatif,negatif
2024-04-14 10:14:56,192,mantan puja jokowi tinggal hanya rakyat bawah hanya manut beri bansos,in,46,MohammadKhafid3,negatif,negatif
2024-04-14 14:20:55,866,ekor anak burung buka mulut ada makan depan tahu cara dapat makan bisa sampai masuk mulut ilustrasi bisa jadi ajar bansos yg bagi ugal2an tidak didik masyarakat jadi mandiri,in,348,Bambangmulyonoo,netral,netral
2024-04-14 09:03:36,24,antisisapi putar dua mulai kumat bagi beras bansos,in,9,LantjarDjayaa,positif,positif
2024-04-14 07:02:26,208,mosok pakai tas umkm lokal klean bukan anak siapa2 pakai tas kresek bekas bungkus bansos cukup kan ape lu ape lu indah negeri,in,104,joko_maryadi,netral,netral
2024-04-15 02:14:53,637,diskualifikasi prabowo gibran baik 1 prabowo akan nyapres kalau dukung jokowi 2 tas bansos gambar prabowo gibran 3 kampanye aparat prabowo gibran tepat kalau diskualifikasi gibran,in,298,Srik4ndiMuslim2,positif,netral
2024-04-15 01:17:12,47,iya iya om gara bansos jadi 16 coba gada bansos mungkin 7 riset efek bansos signifikan pilih paslon 03,in,15,tjitrosoenarjo1,positif,positif
2024-04-14 01:26:31,653,politisasi bansos laku menterimenteri jokowi jelas fakta nyata jadi menang 02 islam sembunyi ingkar benar masuk kafir moga hakimhakim mk seperti sappo,in,279,Anak__Ogi,netral,netral
2024-04-13 17:28:01,1118,sidang airlangga nyata bohong fakta srimul blokir apbn 50t aku anggar bansos bansos mendag libat lansung branikah hadir saksi,in,651,H4T14K4LN4L42,netral,netral
2024-04-14 09:15:00,247,sirat hotman paris aku panjang bansos presiden joko widodo langgar hukum,in,135,democrazymedia,netral,positif
2024-04-13 14:12:10,5,udah kek rebut bansos kangen yaa,in,1,arlocasper,netral,netral
2024-04-15 01:51:24,29,bagi bansos,in,7,BabehAldoAje135,netral,negatif
2024-04-14 10:35:49,80,tindas ekonomi ngotot mbela komplot oligarki tindas gegara ngasih duit bltbansos padahal tipu2 sadar woooiiii,in,51,bangZhack86,positif,positif
2024-04-14 05:09:46,9,duga tak beri uang amen strees gitar pukul perempuan pakai gitar rekam sblm rekam sdh laku bbrp kali entah krn tekan hidup tak bagi bansos ga mudik jadi kebonagung malang 1342024,in,7,Japsathub,netral,netral
2024-04-15 01:04:35,59,kalo kata jilat mah king master politik ngurus negara ga becus sebar bansos aj,in,19,SeriDianawati,negatif,negatif
2024-04-14 16:46:35,22,bansos bansos elnino akan muncul bansos dollar rupiah krisis esemka mkmkmkmk,in,7,SahLeoSin,negatif,negatif
2024-04-14 01:04:27,511,sirat hotman paris aku panjang bansos presiden joko widodo langgar hukum gibran diskualifikasi anthony budiawan managing director peps political economy and policy studies jawab buka hotman paris 1 april 2024 hadir,in,252,Nicho_Silalahi,positif,netral
2024-04-14 17:27:10,14,serang israel tak ubah apa semua tangkal malah bikin semangat balik serang aneh justru serang bansos imukidi ndo bisa bego n bodoh rakyat milih maling n anak haram kontitusi,in,1,Bang_San77,positif,positif
2024-04-14 23:35:19,73,juga tani tidak terima sogo bansos,in,12,msaid_didu,netral,netral
2024-04-14 02:18:11,19,kasih bansos siapa zulhas pak jokowi bansos beri masyarakat ekonomi paling bawah beri pribadi pak jokowi bodoh publik tipu,in,13,dancersejati07,netral,netral
2024-04-14 03:10:04,22,perintah didik rakyat jadi emis partai bansos kenal hati2 ajar komunis masuk indonesia,in,11,InonkIskandar88,netral,netral
2024-04-14 20:02:34,17,tri bagi bansos dapat dana darimana,in,2,feroferraferri,negatif,negatif
2024-04-14 22:52:17,14,negara arab gurun pasir cuma punya minyak rakyat kaya raya cukup negeri akan kaya sumber daya alam kok rakyat gantung sama bansos miskin bodoh memang pelihara kuasa bisa aman kuasa,in,12,wonglicik062,negatif,negatif
2024-04-14 03:23:28,27,20 bansos aku beri pribadi tipu publik,in,25,BrutusTu4__,negatif,netral
2024-04-15 01:52:19,189,politisasi bansos jokowi langgar uu apbn rugi negara ratus t korupsi timah podcast kaesang sama helena hapus ada jagung desak periksa presiden jokowi kaesang,in,119,Srik4ndiMuslim2,positif,positif
2024-04-14 19:46:53,704,bansos jokowi langgar konstitusi amp banyak atur hukum laku putus rapat batas kabinet tanggal 6 november 2023 paska calon gibran ini laku tuju dpr ijin tag link lengkap,in,417,blank0429,positif,positif
2024-04-14 15:47:03,34,rudal indonesia damping bansos,in,3,PribadiBales,positif,positif
2024-04-14 05:12:18,56,baper ga pake uang negara kalo bansos iya makan banyak,in,6,Duren___,positif,positif
2024-04-14 04:27:41,21,benamkam rezim jokowi jangan tutup mata telinga politisasi bansos bius pilih,in,13,PngAdilnR4kyt,netral,netral
2024-04-13 22:55:13,63,bangsa orang rakus bansos gak mikir,in,6,patillele4364,negatif,negatif
2024-04-15 00:14:41,45,masih marah sama bansos sih bang,in,0,KukoGemaz,positif,positif
2024-04-14 16:34:15,44,sayang endonesa kaga yang nama logic logic tinggal bawah karung bansos efisien tumpuk fee proyek,in,3,Nmoeldjana,netral,netral
2024-04-14 23:01:15,38,kasihan pak masyarakat rasa akibat terima sogo bansos serang fajar joget2,in,2,PallakaGO,netral,netral
2024-04-14 22:51:11,277,yang terima serang fajar bansos umemilih bisa komplain krena terima jatah u5 tahun makan tuh bansos u5 tahun,in,34,MRisal_Muh,positif,positif
2024-04-14 22:21:27,20,dukung 02 rebut bansos kfc jogetin aja,in,0,NetralID62,negatif,negatif
2024-04-14 02:55:56,28,nerima bansos halal yg haram lebih bayar,in,0,momon_garuk44,netral,netral
2024-04-14 02:49:59,101,yg bilang pelit hamba bansos wkwkwkwkkk,in,0,HafidzAjolah,positif,positif
2024-04-15 01:08:41,27,pensukung bani bansos 02 iq simpanse,in,5,CutSarina5,netral,netral
2024-04-14 09:46:30,16,indonesia perang pakai bansos fakta,in,1,DjoyoD_joyo789,positif,positif
2024-04-14 06:21:37,5,klu kalian tolak gencar penting paslon tentu mgkin krena kalian paham tidak mau aku klu data rakyat miskin ekstrem miskin tingkat era presiden fakta kan,in,6,3rwin__34,negatif,positif
2024-04-14 08:07:39,120,ironis kata negeri kaya rakyat harap bansos bumn bangga gak sanggup bayar gaji karyawannya sendiri lalu kaya untuk siapa,in,50,mulanbilqis,negatif,negatif
2024-04-14 06:58:08,49,kuat militer iran israel tekuk lutut dgn kuat bansos indonesia,in,5,PRajagukgu38321,positif,positif
2024-04-13 21:54:28,161,paling bilang pelit dukung belah pada punya mental ngemis mana cari bansos makan,in,3,bantalguling25_,netral,netral
2024-04-14 05:16:40,66,fyuhhhh alhamdulillah pak biden mau fokus milu bagibagi bansos,in,2,dendyyyy99,positif,positif
2024-04-15 01:05:45,5,bansos golput ngakak 03 koq bansos gak mensos risma bagi harus jokowi terjun langsung 02 keq mana mau serah mensos gak ingat kau dulu mensos lama sama satu partai mensos sekarang amanah malah maling,in,0,PresidenKopi,negatif,negatif
2024-04-14 17:41:34,8,udh biasa ngakalin anggar banpres bansos ga sesuai data kemendes kemensos jga banyak bagai daerah data bansos asal aja buat pusat citra kasolihan data dari desa lurah tidak dipake paksa make data abal abal pusat sasar sembrono,in,4,Raja_niel,netral,netral
2024-04-14 08:03:51,1576,gagah anggota dpr iran tidak bahas masalah bansos serang zionist israel henti genosida palestima nyata,in,474,abu_waras,positif,positif
2024-04-14 03:14:40,22,kalo indonesia iran wajib siram bansos biar jumlah rudal di rubah jumlah awokawokawok,in,0,jalangkung86,positif,negatif
2024-04-14 01:19:13,47,anak abah ahli salah satu kyk bilang orang ko suka bngt fitnah dia sendiri suka fitnah kalau bukan ayo bukti tuduh kalau presiden open house bansos pakek uang negara,in,0,momon_garuk44,negatif,negatif
2024-04-13 14:11:56,13,emg jadi kena jaman sembah lo lama hampir 10 thn bagi bansos udh wajib di uu pake duit pajak bayar rakyat tp ngaku banpres waras ga tumben ga nyuruh pindah negara warga udh bayar dobel jln tol,in,2,kanitanafiza,netral,negatif
2024-04-14 23:08:44,17,menteri benar baik tidak sih puji puji padahal jabat selalu masalah besar jam sby kait bank century jam jokowi kait bansos triliun uang rakyat hilang gara2 hutang negara tingkat dia rupiah tembus 16rb jg dia,in,3,f0e30695f6c544e,negatif,netral
2024-04-13 18:59:18,2,lurah pandir paham bgm trik bodoh warga 62 dgn citra lugu zolim tega politisasi miskin dgn bansos dulu anggap angkat daya beli rakyat,in,1,Jawalari1935,negatif,positif
2024-04-14 02:31:05,2,suara dukung jabat gt dari rakyat miskin gt suara arah bagi bansos biar tetap miskin gt ikut milu menang gandeng modal usaha gt buka lapang kerja minimal alam 2 tahun gt miskin gak punya alam gt miskin,in,0,saniturjano,negatif,negatif
2024-04-14 23:16:26,34,tuju banget sama jawab om said biar makan tuh bansos sama kresek2nya sekali,in,1,siomay_2020,netral,netral
2024-04-14 16:46:25,34,perang lawan indonesia mah ga usah pake rudal dronesiram bansos aja banyak udah menang tuh negara tetangga,in,2,SugihartonoHeru,negatif,negatif
2024-04-14 09:35:09,4,tenang ada demo2 rusuh yang gak terima kalah kok yg gak terima hasil mk manusia2 koclok rasa curang zalim lupa kalo 02 pilih mayoritas bangsa saking culas nyalahin bansos,in,0,Ki_Nusantara99,negatif,negatif
2024-04-14 09:22:37,1,ngeri negara betul2 gadai ulah rezim jkw bayang 20 ribu trilliun brp bunga riba utk bayar hutang tsb astaghfirullah sdh begityu bansos buat kampanye anak kok ngga kapok2nya bansos politisasi,in,2,LuckyLudjaina,netral,netral
2024-04-13 15:37:17,32,bansos uang rakyat aja bangga sampe masuk rumah sakit haduw pimpin istana bego kaya buzzer nya,in,0,cokelate2403,negatif,negatif
2024-04-14 12:21:35,5,dapat freeport satu hari ratus m kata saham mayoritas milik rakyat indonesia yang ngantri bansos tetap aja banyak harga beras mahal utang negara tetap gunung aneh gak sih,in,3,ajayharau,netral,netral
2024-04-13 21:43:32,92,kasihan lo hidup kok cuma ngarep ria makan gratis bansos untung dukung beliau sperti kalian faham kl pak anies bkn jabat bs ambil dana apbn beras bulog di bagi2kan enak udel dngn dalih beri pribadi,in,2,QueenRetno2,negatif,negatif
2024-04-14 18:04:18,6,ngomong langit kaga terima bansos takut cap kel miskin kaga punya bpjs bingung bayar iur blnan ngbuzzer 24jam pilih nurani gadai program sekolah gratis tolak awal sini ya makan gratis siang kejar ternak makan,in,3,Dharma_tc,netral,netral
2024-04-13 23:40:11,9,aneh aja mahluk satu yang korup junjung lu food estate 108 t gagal total duit tong lagi pesawat bekas mirage 2000 tambah bansos 500t bangkrut negara kalian buat babu china,in,0,JihadDrebond,negatif,negatif
2024-04-14 22:46:56,5,geliat baca menantu turun bisa kuasa negeri jawa hitung aja berapa datang bansos di kerah via bumn bila perlu pakai menteri ke kepala desa jukir,in,1,Robin55694695,negatif,negatif
2024-04-14 23:12:48,4,bener apa kata ahok cuma orang miskin bodoh aja beli orang pinter gak bisa diakalin makek bansos makanya suara nyaring atas nepotisme negara kan banyak mahasiswa akademisi org pinter banding orang bodoh banyak bodoh,in,1,gangsterrandom,netral,netral
2024-04-14 02:06:33,4,wong dipikirin rezim cm keluarga bodo dengan dollar naik terus rakyat tinggal dibodohin dengan bansos pikir,in,2,RudiartoT78475,positif,negatif
2024-04-13 14:29:52,253,berat tugas ibu ya boss ngambil kerja paling ringan mblusukan bagi2 bansos,in,76,Tan_Mar3M,positif,positif
2024-04-13 09:29:36,110,min bansos dari apbnuang negara jadi fair kalau ada bungkus beras bansos cuma gambar paslon 02 harus 01 amp 03 pajang bagai edukasi bhw ikut pilpres ada 3 paslonkata,in,47,yaniarsim,netral,netral
2024-04-14 02:25:11,41,gk malu pak piara miskin bansos,in,8,bungalotus25,negatif,negatif
2024-04-13 14:08:27,4,yg bubar dengar ceramah idul fitri sampai benar pasti kaum iq 78 plus puja dungu hamba makan siang gratis bansos singgung,in,2,AsliArmed,netral,netral
2024-04-13 13:28:51,2,lalu kalian kalah pilpres yang jadi kambing hitam bansos,in,1,sukardiyahya162,netral,positif
2024-04-13 15:28:39,68,ini semngat akun2 pki berijasah palsu kendara esemka yg harap bansos,in,7,AmaliaRosmala,positif,positif
2024-04-14 05:52:56,2,gimana lu bunuh danramil mau expect dapet apa bansos,in,0,kirahimaru,positif,positif
2024-04-14 05:36:44,4,solusi makan siang gratis bagi bansos biar jadi 0 0,in,0,Eil_Thia,positif,positif
2024-04-13 19:35:31,3,intelektual bidang bodoh terseturuktur sistematis masif orang adalah baik akan jadi indonesia kemas poles sanjung para intelektual politik curang dunia brutal orang yang juar sekolah bansos,in,1,moh_aak,positif,positif
2024-04-13 12:33:53,6,bubar dia kenyang bansos dia makan,in,0,KamandanunGaPak,positif,positif
2024-04-13 14:25:06,8,mundur aje bu urusan2 harus turun tangan langsung jokowi mosok doi cuma ngurusin ringan2 misal mblusukan mbagi2 bansos,in,1,Tan_Mar3M,netral,netral
2024-04-13 08:33:51,13,udh prediksi apbn bakal chaos sembako naik iring naik pajak paling dampak besar ekonomi lagi sektoral yang tidak rata efek domino bansos sangat dahsyat,in,0,RicoAlreiga,positif,positif
2024-04-12 14:26:19,2259,mau mau suka suka terima nasib kalian karna harga kalian beli lama 5 tahun bansos ape loe yuk jogetin aja hari 1 dolar amerika serikat sama 16149 00 rupiah indonesia,in,1281,ZulkifliLubis69,positif,positif
2024-04-12 10:02:33,354,bagi bansos balut open house iedul fitri,in,151,NenkMonica,negatif,negatif
2024-04-12 10:27:37,137,cucu presiden dapat bansos menhan ri,in,47,NenkMonica,negatif,negatif
2024-04-12 08:00:00,780,garagara dana bansos presiden jokowi ancam makzul,in,276,democrazymedia,positif,netral
2024-04-12 12:45:01,110,jan yang bilang masy antusias rebut bansos ntar serang fanboys ini antusias rebut sm presiden paham kan,in,31,Jelli_cent,netral,netral
2024-04-12 10:21:45,85,bukti tidak ban terjafinya tsm kampanye guna bansos apbn mk diskualifikasi paslon,in,60,MohammadKhafid3,netral,netral
2024-04-13 04:26:56,364,bagi bansos presiden para menteri masuk kategori bodoh publik bohong masyarakat bansos wajib beri perintah rakyat,in,214,PngAdilnR4kyt,netral,netral
2024-04-12 08:11:36,80,urus keluarga yaa pake pesawat presiden fasilitas spt bansos,in,20,Duren___,positif,positif
2024-04-12 22:17:44,325,garagara dana bansos presiden jokowi ancam makzul,in,89,OposisiCerdas,netral,netral
2024-04-13 00:01:18,864,survey real jateng guyur bansos jokowi tahu klo prabowo lemah jateng amp jatim makanya jokowi guyur bansos gila2an jateng slama 2 bln smpe 24 kali dahsyat bansos serang fajar tmbh intimidasi menteri aparat smpe kpl desa,in,221,MayaA62580468,negatif,negatif
2024-04-12 04:21:26,10,hutan bakar tambang jual hutang ribu triliun rupiah makin harga korupsi kolusi nepotisme jadi alat kuas bansos makin kendali butuh skrn gotong royong,in,5,tabdeck,netral,netral
2024-04-12 19:29:24,78,solusi cerdas berantas miskin tingkat sejahtera tingkat martabat masyarakat jangan bikin rakyat jadi emis bantu sembako bayangin klo duit bansos arah ini,in,51,B_dzoel,negatif,positif
2024-04-13 01:34:03,17,usut tuntas skandal korupsi dana bansos 497 triliun,in,11,pasopati5151,negatif,negatif
2024-04-13 01:54:47,33,shalawat asyghil rela uang bansos rakyat pakai menang prabowo gibran haram,in,25,dancersejati07,negatif,netral
2024-04-12 09:21:35,8,kena antri bukan ngantri bansos sorry ye,in,0,AdeMemed3,netral,netral
2024-04-12 02:22:40,15,efek daun talas kalo body kendara lah kalo program bangun macem bansos ga ngaruh,in,1,Duren___,positif,positif
2024-04-12 01:06:46,92,tahu gak desa dapat bansos pilpres gak kepala desa wunut klaten bagibagi thr semua warga bumdes kelola benar,in,28,siregar_najeges,netral,negatif
2024-04-13 11:33:26,10,ente para dukung ga usah banyak drama kalah kalah jangan jadi cundang ga terima kalah elektabilitas hancur gara gara kasus pildun u20 jangan kambing hitam bansos stop sikap anak kecil,in,2,sukardiyahya162,negatif,positif
2024-04-13 02:28:28,16,tetangga dukung 02 bilang ah dollar naik tak ngaruh bagi wong aku gak pernah beli barang import jawab akibat bansos hapus lho masak sih auto muka pucat,in,2,Siswotomo187571,negatif,negatif
2024-04-12 07:12:14,597,orang bodoh keras melki dek kritik keras kuasa hukum 02 usai sebut gugat soal bansos ambang,in,305,PngAdilnR4kyt,negatif,negatif
2024-04-12 05:41:35,55,sby tau gitu 2014 gw calonin anak gw trus bagi2 bansos,in,12,madHink,netral,netral
2024-04-12 04:05:37,97,selamat tuju indonesia cemas utang kecil 250 apbn utang 8000t apbn 2024 3000t 1 dollar us rp 16 000 pamer bansos pamer rakyat miskin bagi bansos adl prestasi mesti entas miskin adl prestasi,in,24,SahLeoSin,negatif,negatif
2024-04-12 03:59:12,82,rakyat bansos rakyat hasil kerja kerja mukidi revolusi mental aku sih prihatin,in,31,mulanbilqis,netral,netral
2024-04-12 02:59:54,261,ini gambar kaum jogos mental budak ada indonesia ngak buang buang zaman kolonial ngak mau cerdas bisa rubah hidup mau lampar bansos terima bansos tidak tepat sasar,in,119,CutSarina5,netral,netral
